HGNC ID	Status	Approved symbol	Approved name	Ensembl gene ID	NCBI gene ID	Chromosome
HGNC:38592	Approved	HSPD1P21	heat shock protein family D (Hsp60) member 1 pseudogene 21	ENSG00000229900	100462990	20
HGNC:39502	Approved	HSPD1P22	heat shock protein family D (Hsp60) member 1 pseudogene 22		100462984	5
HGNC:5269	Approved	HSPE1	heat shock protein family E (Hsp10) member 1	ENSG00000115541	3336	2
HGNC:49184	Approved	HSPE1-MOB4	HSPE1-MOB4 readthrough	ENSG00000270757	100529241	2
HGNC:16530	Approved	HSPE1P1	heat shock protein family E (Hsp10) member 1 pseudogene 1	ENSG00000234878	140895	20
HGNC:20052	Approved	HSPE1P2	heat shock protein family E (Hsp10) member 1 pseudogene 2	ENSG00000258645	326300	14
HGNC:49322	Approved	HSPE1P3	heat shock protein family E (Hsp10) member 1 pseudogene 3	ENSG00000259746	100507046	15
HGNC:49323	Approved	HSPE1P4	heat shock protein family E (Hsp10) member 1 pseudogene 4	ENSG00000258153	100287369	12
HGNC:49324	Approved	HSPE1P5	heat shock protein family E (Hsp10) member 1 pseudogene 5	ENSG00000261395	100506000	16
HGNC:49325	Approved	HSPE1P6	heat shock protein family E (Hsp10) member 1 pseudogene 6	ENSG00000232917	106480254	1
HGNC:49327	Approved	HSPE1P7	heat shock protein family E (Hsp10) member 1 pseudogene 7	ENSG00000270945	100132346	16
HGNC:49326	Approved	HSPE1P8	heat shock protein family E (Hsp10) member 1 pseudogene 8	ENSG00000217897	100292290	1
HGNC:49328	Approved	HSPE1P9	heat shock protein family E (Hsp10) member 1 pseudogene 9	ENSG00000232690	106480255	2
HGNC:49329	Approved	HSPE1P10	heat shock protein family E (Hsp10) member 1 pseudogene 10	ENSG00000249768	100288235	5
HGNC:49330	Approved	HSPE1P11	heat shock protein family E (Hsp10) member 1 pseudogene 11	ENSG00000187762	106481673	6
HGNC:49331	Approved	HSPE1P12	heat shock protein family E (Hsp10) member 1 pseudogene 12	ENSG00000235930	100286954	12
HGNC:49332	Approved	HSPE1P13	heat shock protein family E (Hsp10) member 1 pseudogene 13	ENSG00000225900	106480256	2
HGNC:49333	Approved	HSPE1P14	heat shock protein family E (Hsp10) member 1 pseudogene 14	ENSG00000271612	106481674	8
HGNC:49335	Approved	HSPE1P15	heat shock protein family E (Hsp10) member 1 pseudogene 15		112323207	5
HGNC:49334	Approved	HSPE1P16	heat shock protein family E (Hsp10) member 1 pseudogene 16	ENSG00000237140	171421	16
HGNC:49336	Approved	HSPE1P17	heat shock protein family E (Hsp10) member 1 pseudogene 17		112352682	3
HGNC:49337	Approved	HSPE1P18	heat shock protein family E (Hsp10) member 1 pseudogene 18	ENSG00000255163	106480257	11
HGNC:49338	Approved	HSPE1P19	heat shock protein family E (Hsp10) member 1 pseudogene 19	ENSG00000271024	106481675	3
HGNC:49339	Approved	HSPE1P20	heat shock protein family E (Hsp10) member 1 pseudogene 20	ENSG00000257021	100288726	12
HGNC:49340	Approved	HSPE1P21	heat shock protein family E (Hsp10) member 1 pseudogene 21	ENSG00000238059	106480258	6
HGNC:49341	Approved	HSPE1P22	heat shock protein family E (Hsp10) member 1 pseudogene 22	ENSG00000237306	100289607	9
HGNC:49342	Approved	HSPE1P23	heat shock protein family E (Hsp10) member 1 pseudogene 23	ENSG00000250356	106481676	4
HGNC:49343	Approved	HSPE1P24	heat shock protein family E (Hsp10) member 1 pseudogene 24	ENSG00000225158	106480259	1
HGNC:49344	Approved	HSPE1P25	heat shock protein family E (Hsp10) member 1 pseudogene 25	ENSG00000232015	106480260	1
HGNC:49345	Approved	HSPE1P26	heat shock protein family E (Hsp10) member 1 pseudogene 26	ENSG00000220867	106481677	6
HGNC:49346	Approved	HSPE1P27	heat shock protein family E (Hsp10) member 1 pseudogene 27	ENSG00000235112	106480261	1
HGNC:49347	Approved	HSPE1P28	heat shock protein family E (Hsp10) member 1 pseudogene 28	ENSG00000230081	171420	9
HGNC:5273	Approved	HSPG2	heparan sulfate proteoglycan 2	ENSG00000142798	3339	1
HGNC:16969	Approved	HSPH1	heat shock protein family H (Hsp110) member 1	ENSG00000120694	10808	13
HGNC:34233	Entry Withdrawn	HSR1	entry withdrawn			NA
HGNC:16637	Approved	HTATIP2	HIV-1 Tat interactive protein 2	ENSG00000109854	10553	11
HGNC:5276	Approved	HTATSF1	HIV-1 Tat specific factor 1	ENSG00000102241	27336	X
HGNC:13959	Approved	HTATSF1P1	HIV-1 Tat specific factor 1 pseudogene 1	ENSG00000223457	387039	6
HGNC:38586	Approved	HTATSF1P2	HIV-1 Tat specific factor 1 pseudogene 2	ENSG00000271361	401233	6
HGNC:5277	Approved	HTC1	hypertrichosis 1 (universalis, congenital)		3341	8
HGNC:5278	Approved	HTC2	hypertrichosis 2 (generalized, congenital)		3342	X
HGNC:53111	Approved	HTD2	hydroxyacyl-thioester dehydratase type 2	ENSG00000255154	109703458	3
HGNC:5280	Approved	HTL	high L-leucine transport		3343	20
HGNC:5283	Approved	HTN1	histatin 1	ENSG00000126550	3346	4
HGNC:5284	Approved	HTN3	histatin 3	ENSG00000205649	3347	4
HGNC:5285	Approved	HTOR	5-hydroxytryptamine (serotonin) oxygenase regulator		3349	21
HGNC:5286	Approved	HTR1A	5-hydroxytryptamine receptor 1A	ENSG00000178394	3350	5
HGNC:5287	Approved	HTR1B	5-hydroxytryptamine receptor 1B	ENSG00000135312	3351	6
HGNC:5289	Approved	HTR1D	5-hydroxytryptamine receptor 1D	ENSG00000179546	3352	1
HGNC:5290	Approved	HTR1DP1	5-hydroxytryptamine receptor 1D pseudogene 1	ENSG00000275811	100421479	12
HGNC:5291	Approved	HTR1E	5-hydroxytryptamine receptor 1E	ENSG00000168830	3354	6
HGNC:5292	Approved	HTR1F	5-hydroxytryptamine receptor 1F	ENSG00000179097	3355	3
HGNC:5293	Approved	HTR2A	5-hydroxytryptamine receptor 2A	ENSG00000102468	3356	13
HGNC:40289	Approved	HTR2A-AS1	HTR2A antisense RNA 1	ENSG00000224517	100874082	13
HGNC:5294	Approved	HTR2B	5-hydroxytryptamine receptor 2B	ENSG00000135914	3357	2
HGNC:5295	Approved	HTR2C	5-hydroxytryptamine receptor 2C	ENSG00000147246	3358	X
HGNC:41344	Entry Withdrawn	HTR2C-IT1	entry withdrawn			NA
HGNC:5297	Approved	HTR3A	5-hydroxytryptamine receptor 3A	ENSG00000166736	3359	11
HGNC:5298	Approved	HTR3B	5-hydroxytryptamine receptor 3B	ENSG00000149305	9177	11
HGNC:24003	Approved	HTR3C	5-hydroxytryptamine receptor 3C	ENSG00000178084	170572	3
HGNC:53986	Approved	HTR3C2P	5-hydroxytryptamine receptor 3C2, pseudogene	ENSG00000233576	389180	3
HGNC:24004	Approved	HTR3D	5-hydroxytryptamine receptor 3D	ENSG00000186090	200909	3
HGNC:24005	Approved	HTR3E	5-hydroxytryptamine receptor 3E	ENSG00000186038	285242	3
HGNC:41032	Approved	HTR3E-AS1	HTR3E antisense RNA 1	ENSG00000238020	106478970	3
HGNC:5299	Approved	HTR4	5-hydroxytryptamine receptor 4	ENSG00000164270	3360	5
HGNC:41345	Entry Withdrawn	HTR4-IT1	entry withdrawn			NA
HGNC:5300	Approved	HTR5A	5-hydroxytryptamine receptor 5A	ENSG00000157219	3361	7
HGNC:48956	Approved	HTR5A-AS1	HTR5A antisense RNA 1	ENSG00000220575	100128264	7
HGNC:16291	Approved	HTR5BP	5-hydroxytryptamine receptor 5B, pseudogene	ENSG00000125631	645694	2
HGNC:5301	Approved	HTR6	5-hydroxytryptamine receptor 6	ENSG00000158748	3362	1
HGNC:5302	Approved	HTR7	5-hydroxytryptamine receptor 7	ENSG00000148680	3363	10
HGNC:30411	Approved	HTR7P1	5-hydroxytryptamine receptor 7 pseudogene 1	ENSG00000183935	93164	12
HGNC:9476	Approved	HTRA1	HtrA serine peptidase 1	ENSG00000166033	5654	10
HGNC:14348	Approved	HTRA2	HtrA serine peptidase 2	ENSG00000115317	27429	2
HGNC:30406	Approved	HTRA3	HtrA serine peptidase 3	ENSG00000170801	94031	4
HGNC:26909	Approved	HTRA4	HtrA serine peptidase 4	ENSG00000169495	203100	8
HGNC:4851	Approved	HTT	huntingtin	ENSG00000197386	3064	4
HGNC:37118	Approved	HTT-AS	HTT antisense RNA	ENSG00000251075	100750326	4
HGNC:34232	Approved	HULC	hepatocellular carcinoma up-regulated long non-coding RNA	ENSG00000251164	728655	6
HGNC:13326	Approved	HUNK	hormonally up-regulated Neu-associated kinase	ENSG00000142149	30811	21
HGNC:40631	Approved	HUNK-AS1	HUNK antisense RNA 1	ENSG00000237138	106144524	21
HGNC:5309	Approved	HUS1	HUS1 checkpoint clamp component	ENSG00000136273	3364	7
HGNC:16485	Approved	HUS1B	HUS1 checkpoint clamp component B	ENSG00000188996	135458	6
HGNC:30892	Approved	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	ENSG00000086758	10075	X
HGNC:5310	Entry Withdrawn	HV1S	entry withdrawn			NA
HGNC:5311	Entry Withdrawn	HVBS1	entry withdrawn			NA
HGNC:5312	Entry Withdrawn	HVBS4	entry withdrawn			NA
HGNC:5313	Entry Withdrawn	HVBS6	entry withdrawn			NA
HGNC:5314	Approved	HVBS7	hepatitis B virus integration site 7		3369	18
HGNC:5315	Approved	HVBS8	hepatitis B virus integration site 8		3370	17
HGNC:28240	Approved	HVCN1	hydrogen voltage gated channel 1	ENSG00000122986	84329	12
HGNC:5320	Approved	HYAL1	hyaluronidase 1	ENSG00000114378	3373	3
HGNC:5321	Approved	HYAL2	hyaluronidase 2	ENSG00000068001	8692	3
HGNC:5322	Approved	HYAL3	hyaluronidase 3	ENSG00000186792	8372	3
HGNC:5323	Approved	HYAL4	hyaluronidase 4	ENSG00000106302	23553	7
HGNC:5324	Approved	HYAL6P	hyaluronidase 6, pseudogene	ENSG00000228211	26062	7
HGNC:13822	Approved	HYD2	hypodontia 2 (autosomal recessive)		8137	16
HGNC:19368	Approved	HYDIN	HYDIN axonemal central pair apparatus protein	ENSG00000157423	54768	16
HGNC:33129	Approved	HYDIN2	HYDIN axonemal central pair apparatus protein 2 (pseudogene)	ENSG00000276975	100288805	1
HGNC:26948	Approved	HYI	hydroxypyruvate isomerase (putative)	ENSG00000178922	81888	1
HGNC:41173	Approved	HYI-AS1	HYI antisense RNA 1	ENSG00000229348	100873923	1
HGNC:34403	Approved	HYKK	hydroxylysine kinase	ENSG00000188266	123688	15
HGNC:26558	Approved	HYLS1	HYLS1 centriolar and ciliogenesis associated	ENSG00000198331	219844	11
HGNC:5326	Approved	HYMAI	hydatidiform mole associated and imprinted	ENSG00000283122	57061	6
HGNC:16931	Approved	HYOU1	hypoxia up-regulated 1	ENSG00000149428	10525	11
HGNC:18418	Approved	HYPK	huntingtin interacting protein K	ENSG00000242028	25764	15
HGNC:18417	Approved	HYPM	huntingtin interacting protein M	ENSG00000187516	25763	X
HGNC:27696	Approved	IAH1	isoamyl acetate hydrolyzing esterase 1 (putative)	ENSG00000134330	285148	2
HGNC:5329	Approved	IAPP	islet amyloid polypeptide	ENSG00000121351	3375	12
HGNC:5330	Approved	IARS	isoleucyl-tRNA synthetase	ENSG00000196305	3376	9
HGNC:29685	Approved	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial	ENSG00000067704	55699	1
HGNC:50474	Approved	IARS2P1	IARS2 pseudogene 1	ENSG00000251563	642461	8
HGNC:53719	Approved	IATPR	ITGB1 adjacent tumor promoting lncRNA	ENSG00000233387	101929447	10
HGNC:27302	Approved	IBA57	iron-sulfur cluster assembly factor IBA57	ENSG00000181873	200205	1
HGNC:32062	Approved	IBA57-DT	IBA57 divergent transcript	ENSG00000203684	574432	1
HGNC:5332	Approved	IBD2	inflammatory bowel disease 2		3378	12
HGNC:13863	Approved	IBD3	inflammatory bowel disease 3		30829	6
HGNC:5333	Approved	IBD4	inflammatory bowel disease 4		50608	14
HGNC:5334	Approved	IBD5	inflammatory bowel disease 5		50941	5
HGNC:5335	Approved	IBD6	inflammatory bowel disease 6		50942	19
HGNC:14242	Approved	IBD7	inflammatory bowel disease 7		57042	1
HGNC:20235	Approved	IBD8	inflammatory bowel disease 8		170595	16
HGNC:20236	Approved	IBD9	inflammatory bowel disease 9		317669	3
HGNC:5336	Approved	IBGC1	idiopathic basal ganglia calcification 1		23706	14
HGNC:5341	Approved	IBSP	integrin binding sialoprotein	ENSG00000029559	3381	4
HGNC:17853	Approved	IBTK	inhibitor of Bruton tyrosine kinase	ENSG00000005700	25998	6
HGNC:31672	Approved	IBTKP1	inhibitor of Bruton tyrosine kinase pseudogene 1		100127883	18
HGNC:5342	Entry Withdrawn	IC1	entry withdrawn			NA
HGNC:5343	Approved	ICA1	islet cell autoantigen 1	ENSG00000003147	3382	7
HGNC:14442	Approved	ICA1L	islet cell autoantigen 1 like	ENSG00000163596	130026	2
HGNC:5344	Approved	ICAM1	intercellular adhesion molecule 1	ENSG00000090339	3383	19
HGNC:5345	Approved	ICAM2	intercellular adhesion molecule 2	ENSG00000108622	3384	17
HGNC:5346	Approved	ICAM3	intercellular adhesion molecule 3	ENSG00000076662	3385	19
HGNC:5347	Approved	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)	ENSG00000105371	3386	19
HGNC:5348	Approved	ICAM5	intercellular adhesion molecule 5	ENSG00000105376	7087	19
HGNC:29154	Approved	ICE1	interactor of little elongation complex ELL subunit 1	ENSG00000164151	23379	5
HGNC:29885	Approved	ICE2	interactor of little elongation complex ELL subunit 2	ENSG00000128915	79664	15
HGNC:48856	Approved	ICE2P1	interactor of little elongation complex ELL subunit 2 pseudogene 1	ENSG00000248880	644491	4
HGNC:48857	Approved	ICE2P2	interactor of little elongation complex ELL subunit 2 pseudogene 2	ENSG00000242705	728432	3
HGNC:21219	Approved	ICK	intestinal cell kinase	ENSG00000112144	22858	6
HGNC:5350	Approved	ICMT	isoprenylcysteine carboxyl methyltransferase	ENSG00000116237	23463	1
HGNC:5351	Approved	ICOS	inducible T cell costimulator	ENSG00000163600	29851	2
HGNC:17087	Approved	ICOSLG	inducible T cell costimulator ligand	ENSG00000160223	23308	21
HGNC:5352	Approved	ICR1	ichthyosis congenita I, erythromatous lamellar ichthyosis, ichthyosiform erythroderma		3388	reserved
HGNC:5354	Approved	ICR3	ichthyosis congenita III, vulgaris-like recessive ichthyosis		3390	reserved
HGNC:5355	Approved	ICR4	ichthyosis congenita IV, ichthyosis-prematurity syndrome		3391	reserved
HGNC:5356	Approved	ICR5	ichthyosis congenita V, Sjogren-Larsson-like			reserved
HGNC:5357	Approved	ICS1	immotile cilia syndrome 1			6
HGNC:5360	Approved	ID1	inhibitor of DNA binding 1, HLH protein	ENSG00000125968	3397	20
HGNC:5361	Approved	ID2	inhibitor of DNA binding 2	ENSG00000115738	3398	2
HGNC:51103	Approved	ID2-AS1	ID2 antisense RNA 1	ENSG00000235092	100506299	2
HGNC:30656	Approved	ID2B	inhibitor of DNA binding 2B, HLH protein (pseudogene)		84099	3
HGNC:5362	Approved	ID3	inhibitor of DNA binding 3, HLH protein	ENSG00000117318	3399	1
HGNC:5363	Approved	ID4	inhibitor of DNA binding 4, HLH protein	ENSG00000172201	3400	6
HGNC:5374	Approved	IDDM3	insulin dependent diabetes mellitus 3		3402	15
HGNC:5375	Approved	IDDM4	insulin dependent diabetes mellitus 4		3403	11
HGNC:5377	Approved	IDDM6	insulin dependent diabetes mellitus 6		3405	18
HGNC:5378	Approved	IDDM7	insulin dependent diabetes mellitus 7		3406	2
HGNC:5379	Approved	IDDM8	insulin dependent diabetes mellitus 8		3407	6
HGNC:5380	Approved	IDDM9	insulin dependent diabetes mellitus 9		3408	3
HGNC:5365	Approved	IDDM11	insulin dependent diabetes mellitus 11		3410	14
HGNC:5367	Approved	IDDM13	insulin dependent diabetes mellitus 13		3412	2
HGNC:5368	Approved	IDDM14	insulin dependent diabetes mellitus 14		3413	2
HGNC:5369	Approved	IDDM15	insulin dependent diabetes mellitus 15		3414	6
HGNC:5370	Approved	IDDM16	insulin dependent diabetes mellitus 16		3415	14
HGNC:5371	Approved	IDDM17	insulin dependent diabetes mellitus 17		8691	10
HGNC:5372	Approved	IDDM18	insulin dependent diabetes mellitus 18		57044	5
HGNC:5381	Approved	IDE	insulin degrading enzyme	ENSG00000119912	3416	10
HGNC:5382	Approved	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	ENSG00000138413	3417	2
HGNC:40292	Approved	IDH1-AS1	IDH1 antisense RNA 1	ENSG00000231908	100507475	2
HGNC:5383	Approved	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	ENSG00000182054	3418	15
HGNC:53154	Approved	IDH2-DT	IDH2 divergent transcript	ENSG00000259685	105370966	15
HGNC:5384	Approved	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha	ENSG00000166411	3419	15
HGNC:5385	Approved	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta	ENSG00000101365	3420	20
HGNC:5386	Approved	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	ENSG00000067829	3421	X
HGNC:5387	Approved	IDI1	isopentenyl-diphosphate delta isomerase 1	ENSG00000067064	3422	10
HGNC:23487	Approved	IDI2	isopentenyl-diphosphate delta isomerase 2	ENSG00000148377	91734	10
HGNC:30885	Approved	IDI2-AS1	IDI2 antisense RNA 1	ENSG00000232656	55853	10
HGNC:31367	Approved	IDNK	IDNK gluconokinase	ENSG00000148057	414328	9
HGNC:6059	Approved	IDO1	indoleamine 2,3-dioxygenase 1	ENSG00000131203	3620	8
HGNC:27269	Approved	IDO2	indoleamine 2,3-dioxygenase 2	ENSG00000188676	169355	8
HGNC:5389	Approved	IDS	iduronate 2-sulfatase	ENSG00000010404	3423	X
HGNC:5390	Approved	IDSP1	iduronate 2-sulfatase pseudogene 1	ENSG00000176289	3424	X
HGNC:5391	Approved	IDUA	iduronidase alpha-L-	ENSG00000127415	3425	4
HGNC:28871	Approved	IER2	immediate early response 2	ENSG00000160888	9592	19
HGNC:5392	Approved	IER3	immediate early response 3	ENSG00000137331	8870	6
HGNC:53629	Approved	IER3-AS1	IER3 antisense RNA 1	ENSG00000272273	105379695	6
HGNC:18550	Approved	IER3IP1	immediate early response 3 interacting protein 1	ENSG00000134049	51124	18
HGNC:5393	Approved	IER5	immediate early response 5	ENSG00000162783	51278	1
HGNC:23679	Approved	IER5L	immediate early response 5 like	ENSG00000188483	389792	9
HGNC:24970	Approved	IFFO1	intermediate filament family orphan 1	ENSG00000010295	25900	12
HGNC:27006	Approved	IFFO2	intermediate filament family orphan 2	ENSG00000169991	126917	1
HGNC:4054	Approved	IFI6	interferon alpha inducible protein 6	ENSG00000126709	2537	1
HGNC:5395	Approved	IFI16	interferon gamma inducible protein 16	ENSG00000163565	3428	1
HGNC:5397	Approved	IFI27	interferon alpha inducible protein 27	ENSG00000165949	3429	14
HGNC:19754	Approved	IFI27L1	interferon alpha inducible protein 27 like 1	ENSG00000165948	122509	14
HGNC:19753	Approved	IFI27L2	interferon alpha inducible protein 27 like 2	ENSG00000119632	83982	14
HGNC:5398	Approved	IFI30	IFI30 lysosomal thiol reductase	ENSG00000216490	10437	19
HGNC:5399	Approved	IFI35	interferon induced protein 35	ENSG00000068079	3430	17
HGNC:16938	Approved	IFI44	interferon induced protein 44	ENSG00000137965	10561	1
HGNC:17817	Approved	IFI44L	interferon induced protein 44 like	ENSG00000137959	10964	1
HGNC:18873	Approved	IFIH1	interferon induced with helicase C domain 1	ENSG00000115267	64135	2
HGNC:5407	Approved	IFIT1	interferon induced protein with tetratricopeptide repeats 1	ENSG00000185745	3434	10
HGNC:23442	Approved	IFIT1B	interferon induced protein with tetratricopeptide repeats 1B	ENSG00000204010	439996	10
HGNC:5408	Approved	IFIT1P1	interferon induced protein with tetratricopeptide repeats 1 pseudogene 1	ENSG00000215515	8373	13
HGNC:5409	Approved	IFIT2	interferon induced protein with tetratricopeptide repeats 2	ENSG00000119922	3433	10
HGNC:5411	Approved	IFIT3	interferon induced protein with tetratricopeptide repeats 3	ENSG00000119917	3437	10
HGNC:13328	Approved	IFIT5	interferon induced protein with tetratricopeptide repeats 5	ENSG00000152778	24138	10
HGNC:38020	Approved	IFIT6P	interferon induced protein with tetratricopeptide repeats 6, pseudogene	ENSG00000224289	100128465	10
HGNC:5412	Approved	IFITM1	interferon induced transmembrane protein 1	ENSG00000185885	8519	11
HGNC:5413	Approved	IFITM2	interferon induced transmembrane protein 2	ENSG00000185201	10581	11
HGNC:5414	Approved	IFITM3	interferon induced transmembrane protein 3	ENSG00000142089	10410	11
HGNC:21669	Approved	IFITM4P	interferon induced transmembrane protein 4 pseudogene	ENSG00000235821	340198	6
HGNC:16644	Approved	IFITM5	interferon induced transmembrane protein 5	ENSG00000206013	387733	11
HGNC:32202	Approved	IFITM8P	interferon induced transmembrane protein 8 pseudogene	ENSG00000215096	613204	8
HGNC:33972	Approved	IFITM9P	interferon induced transmembrane protein 9 pseudogene	ENSG00000213275	390218	11
HGNC:40022	Approved	IFITM10	interferon induced transmembrane protein 10	ENSG00000244242	402778	11
HGNC:5415	Entry Withdrawn	IFN1@	entry withdrawn			NA
HGNC:5417	Approved	IFNA1	interferon alpha 1	ENSG00000197919	3439	9
HGNC:5423	Approved	IFNA2	interferon alpha 2	ENSG00000188379	3440	9
HGNC:5425	Approved	IFNA4	interferon alpha 4	ENSG00000236637	3441	9
HGNC:5426	Approved	IFNA5	interferon alpha 5	ENSG00000147873	3442	9
HGNC:5427	Approved	IFNA6	interferon alpha 6	ENSG00000120235	3443	9
HGNC:5428	Approved	IFNA7	interferon alpha 7	ENSG00000214042	3444	9
HGNC:5429	Approved	IFNA8	interferon alpha 8	ENSG00000120242	3445	9
HGNC:5418	Approved	IFNA10	interferon alpha 10	ENSG00000186803	3446	9
HGNC:5442	Approved	IFNA11P	interferon alpha 11, pseudogene	ENSG00000231195	3461	9
HGNC:5443	Approved	IFNA12P	interferon alpha 12, pseudogene	ENSG00000235108	158011	9
HGNC:5419	Approved	IFNA13	interferon alpha 13	ENSG00000233816	3447	9
HGNC:5420	Approved	IFNA14	interferon alpha 14	ENSG00000228083	3448	9
HGNC:5421	Approved	IFNA16	interferon alpha 16	ENSG00000147885	3449	9
HGNC:5422	Approved	IFNA17	interferon alpha 17	ENSG00000234829	3451	9
HGNC:5444	Approved	IFNA20P	interferon alpha 20, pseudogene	ENSG00000226393	3463	9
HGNC:5424	Approved	IFNA21	interferon alpha 21	ENSG00000137080	3452	9
HGNC:5431	Approved	IFNA22P	interferon alpha 22, pseudogene	ENSG00000224416	3453	9
HGNC:5432	Approved	IFNAR1	interferon alpha and beta receptor subunit 1	ENSG00000142166	3454	21
HGNC:5433	Approved	IFNAR2	interferon alpha and beta receptor subunit 2	ENSG00000159110	3455	21
HGNC:5434	Approved	IFNB1	interferon beta 1	ENSG00000171855	3456	9
HGNC:5436	Entry Withdrawn	IFNB3	entry withdrawn			NA
HGNC:5437	Entry Withdrawn	IFNBR	entry withdrawn			NA
HGNC:18163	Approved	IFNE	interferon epsilon	ENSG00000184995	338376	9
HGNC:5438	Approved	IFNG	interferon gamma	ENSG00000111537	3458	12
HGNC:43910	Approved	IFNG-AS1	IFNG antisense RNA 1	ENSG00000255733	100885789	12
HGNC:5439	Approved	IFNGR1	interferon gamma receptor 1	ENSG00000027697	3459	6
HGNC:5440	Approved	IFNGR2	interferon gamma receptor 2	ENSG00000159128	3460	21
HGNC:21714	Approved	IFNK	interferon kappa	ENSG00000147896	56832	9
HGNC:18363	Approved	IFNL1	interferon lambda 1	ENSG00000182393	282618	19
HGNC:18364	Approved	IFNL2	interferon lambda 2	ENSG00000183709	282616	19
HGNC:18365	Approved	IFNL3	interferon lambda 3	ENSG00000197110	282617	19
HGNC:44483	Approved	IFNL3P1	interferon lambda 3 pseudogene 1	ENSG00000268510	100421129	19
HGNC:44480	Approved	IFNL4	interferon lambda 4 (gene/pseudogene)	ENSG00000272395	101180976	19
HGNC:45090	Approved	IFNL4P1	interferon lambda 4 pseudogene 1	ENSG00000272311	101927833	19
HGNC:18584	Approved	IFNLR1	interferon lambda receptor 1	ENSG00000185436	163702	1
HGNC:32009	Approved	IFNNP1	interferon nu 1, pseudogene	ENSG00000230208	654783	9
HGNC:5445	Entry Withdrawn	IFNP23	entry withdrawn			NA
HGNC:5446	Entry Withdrawn	IFNP24	entry withdrawn			NA
HGNC:5447	Approved	IFNR	interferon production regulator		3466	16
HGNC:5448	Approved	IFNW1	interferon omega 1	ENSG00000177047	3467	9
HGNC:5452	Approved	IFNWP2	interferon omega 1 pseudogene 2	ENSG00000237691	646581	9
HGNC:5453	Approved	IFNWP4	interferon omega 1 pseudogene 4	ENSG00000225027	3469	9
HGNC:5454	Approved	IFNWP5	interferon omega 1 pseudogene 5	ENSG00000232138	392292	9
HGNC:5455	Approved	IFNWP9	interferon omega 1 pseudogene 9	ENSG00000226597	100130671	9
HGNC:5449	Approved	IFNWP15	interferon omega 1 pseudogene 15	ENSG00000232281	100130866	9
HGNC:5450	Approved	IFNWP18	interferon omega 1 pseudogene 18	ENSG00000223684	360001	9
HGNC:5451	Approved	IFNWP19	interferon omega 1 pseudogene 19	ENSG00000238271	3474	9
HGNC:5456	Approved	IFRD1	interferon related developmental regulator 1	ENSG00000006652	3475	7
HGNC:5457	Approved	IFRD2	interferon related developmental regulator 2	ENSG00000214706	7866	3
HGNC:30989	Approved	IFT20	intraflagellar transport 20	ENSG00000109083	90410	17
HGNC:21895	Approved	IFT22	intraflagellar transport 22	ENSG00000128581	64792	7
HGNC:18626	Approved	IFT27	intraflagellar transport 27	ENSG00000100360	11020	22
HGNC:29669	Approved	IFT43	intraflagellar transport 43	ENSG00000119650	112752	14
HGNC:26146	Approved	IFT46	intraflagellar transport 46	ENSG00000118096	56912	11
HGNC:15901	Approved	IFT52	intraflagellar transport 52	ENSG00000101052	51098	20
HGNC:17367	Approved	IFT57	intraflagellar transport 57	ENSG00000114446	55081	3
HGNC:21424	Approved	IFT74	intraflagellar transport 74	ENSG00000096872	80173	9
HGNC:49806	Approved	IFT74-AS1	IFT74 antisense RNA 1	ENSG00000234676	101929602	9
HGNC:29262	Approved	IFT80	intraflagellar transport 80	ENSG00000068885	57560	3
HGNC:14313	Approved	IFT81	intraflagellar transport 81	ENSG00000122970	28981	12
HGNC:20606	Approved	IFT88	intraflagellar transport 88	ENSG00000032742	8100	13
HGNC:13556	Approved	IFT122	intraflagellar transport 122	ENSG00000163913	55764	3
HGNC:29077	Approved	IFT140	intraflagellar transport 140	ENSG00000187535	9742	16
HGNC:30391	Approved	IFT172	intraflagellar transport 172	ENSG00000138002	26160	2
HGNC:5459	Approved	IGAD1	immunoglobulin A (IgA) deficiency susceptibility 1		10986	6
HGNC:5461	Approved	IGBP1	immunoglobulin binding protein 1	ENSG00000089289	3476	X
HGNC:40295	Approved	IGBP1-AS1	IGBP1 antisense RNA 1	ENSG00000203588	100873991	X
HGNC:40294	Approved	IGBP1-AS2	IGBP1 antisense RNA 2	ENSG00000220925	106478965	X
HGNC:19709	Approved	IGBP1P1	immunoglobulin (CD79A) binding protein 1 pseudogene 1	ENSG00000226677	280655	14
HGNC:43611	Approved	IGBP1P2	immunoglobulin (CD79A) binding protein 1 pseudogene 2		645545	17
HGNC:43612	Approved	IGBP1P3	immunoglobulin (CD79A) binding protein 1 pseudogene 3	ENSG00000231552	391526	3
HGNC:43613	Approved	IGBP1P4	immunoglobulin (CD79A) binding protein 1 pseudogene 4	ENSG00000250325	391672	4
HGNC:43614	Approved	IGBP1P5	immunoglobulin (CD79A) binding protein 1 pseudogene 5	ENSG00000250858	391642	4
