#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0019827	Stem cell population maintenance	7	138	1.3	5.47e-06	10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000035020,10090.ENSMUSP00000096755,10090.ENSMUSP00000103245	Nanog,Gata2,Tfap2c,Smarca4,Eomes,Sox2,Klf4
GO:0031399	Regulation of protein modification process	19	1856	0.61	5.47e-06	10090.ENSMUSP00000005841,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000025867,10090.ENSMUSP00000027941,10090.ENSMUSP00000053178,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000072617,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000103905,10090.ENSMUSP00000124863	Ctcf,Gata2,Myb,Rela,Atf3,Tcf21,Ercc6,Ep300,Ncor1,Egr1,Hsf1,Sox2,Kat2a,Gata3,Tcf3,Jun,Klf4,Mecom,Zmiz1
GO:0048699	Generation of neurons	18	1660	0.63	5.66e-06	10090.ENSMUSP00000000450,10090.ENSMUSP00000015197,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000030391,10090.ENSMUSP00000035020,10090.ENSMUSP00000041118,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000069850,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000109202,10090.ENSMUSP00000115237	Pparg,Gata2,Runx1,Rela,Tfap2c,Eomes,Foxa1,Ercc6,Ep300,Cebpb,Sox2,E2f1,Gata3,Tcf3,Jun,Klf4,Runx2,Sox3
GO:0001711	Endodermal cell fate commitment	4	13	2.08	5.79e-06	10090.ENSMUSP00000012540,10090.ENSMUSP00000035020,10090.ENSMUSP00000041774,10090.ENSMUSP00000096755	Nanog,Eomes,Gata6,Sox2
GO:0033144	Negative regulation of intracellular steroid hormone receptor signaling pathway	5	39	1.7	5.88e-06	10090.ENSMUSP00000034707,10090.ENSMUSP00000053178,10090.ENSMUSP00000068974,10090.ENSMUSP00000074656,10090.ENSMUSP00000110965	Smarca4,Tcf21,Ncor1,Clock,Trp63
GO:0046649	Lymphocyte activation	10	410	0.98	6.01e-06	10090.ENSMUSP00000020158,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000109202	Myb,Smad3,Eomes,Ep300,Ncor1,Egr1,Cebpb,Gata3,Tcf3,Runx2
GO:0007492	Endoderm development	6	82	1.46	6.13e-06	10090.ENSMUSP00000012540,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000041774,10090.ENSMUSP00000096755,10090.ENSMUSP00000130115	Nanog,Smad3,Eomes,Gata6,Sox2,Smad2
GO:0035270	Endocrine system development	7	141	1.29	6.13e-06	10090.ENSMUSP00000015197,10090.ENSMUSP00000034973,10090.ENSMUSP00000041774,10090.ENSMUSP00000096755,10090.ENSMUSP00000100041,10090.ENSMUSP00000115237,10090.ENSMUSP00000130115	Gata2,Smad3,Gata6,Sox2,Gata3,Sox3,Smad2
GO:0009628	Response to abiotic stimulus	15	1126	0.72	6.52e-06	10090.ENSMUSP00000000450,10090.ENSMUSP00000025867,10090.ENSMUSP00000034973,10090.ENSMUSP00000041774,10090.ENSMUSP00000062576,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000069616,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000092901,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711	Pparg,Rela,Smad3,Gata6,Nucks1,Ercc6,Ep300,Egr1,Hsf1,Clock,Jund,Sox2,E2f1,Gata3,Jun
GO:0051241	Negative regulation of multicellular organismal process	16	1304	0.68	6.70e-06	10090.ENSMUSP00000000450,10090.ENSMUSP00000005279,10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000023673,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000072617,10090.ENSMUSP00000096755,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000110965,10090.ENSMUSP00000115237	Pparg,Klf5,Nanog,Gata2,Runx1,Smad3,Foxa1,Gata6,Rarg,Hsf1,Sox2,Gata3,Tcf3,Klf4,Trp63,Sox3
GO:0060322	Head development	13	814	0.8	7.11e-06	10090.ENSMUSP00000015197,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000048838,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000103905,10090.ENSMUSP00000115237	Gata2,Tfap2c,Smarca4,Eomes,Kdm2b,Rarg,Ep300,Ncor1,Sox2,Kat2a,E2f1,Mecom,Sox3
GO:0006996	Organelle organization	24	3066	0.49	8.35e-06	10090.ENSMUSP00000005841,10090.ENSMUSP00000015003,10090.ENSMUSP00000020158,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000061539,10090.ENSMUSP00000062576,10090.ENSMUSP00000064366,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000096129,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965,10090.ENSMUSP00000116205,10090.ENSMUSP00000124863	Ctcf,E2f4,Myb,Rela,Smarca4,Kdm2b,Foxa1,Kdm6a,Nucks1,Klf1,Ercc6,Ep300,Ncor1,Hsf1,Clock,Cebpa,Kat2a,Gata3,Tcf3,Jun,Mecom,Trp63,Stag1,Zmiz1
GO:0043170	Macromolecule metabolic process	32	5313	0.37	8.35e-06	10090.ENSMUSP00000000450,10090.ENSMUSP00000003135,10090.ENSMUSP00000005841,10090.ENSMUSP00000009740,10090.ENSMUSP00000015197,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000041774,10090.ENSMUSP00000061539,10090.ENSMUSP00000062576,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000069616,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000076208,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000103905,10090.ENSMUSP00000104732,10090.ENSMUSP00000124317,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Pparg,Elf3,Ctcf,Taf7l,Gata2,Rela,Smarca4,Smad3,Eomes,Kdm2b,Gata6,Kdm6a,Nucks1,Ercc6,Ep300,Egr1,Hsf1,Clock,Ttf2,Jund,Cebpa,Kat2a,E2f1,Gata3,Tcf3,Jun,Klf4,Mecom,Maf,Tbp,Zmiz1,Smad2
GO:0002064	Epithelial cell development	8	227	1.14	8.36e-06	10090.ENSMUSP00000005279,10090.ENSMUSP00000015003,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000041118,10090.ENSMUSP00000048838,10090.ENSMUSP00000110965,10090.ENSMUSP00000115237	Klf5,E2f4,Tfap2c,Smarca4,Foxa1,Rarg,Trp63,Sox3
GO:0043923	Positive regulation by host of viral transcription	4	15	2.02	8.71e-06	10090.ENSMUSP00000034707,10090.ENSMUSP00000062576,10090.ENSMUSP00000066789,10090.ENSMUSP00000102711	Smarca4,Nucks1,Ep300,Jun
GO:1901360	Organic cyclic compound metabolic process	22	2614	0.52	1.02e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000003135,10090.ENSMUSP00000005841,10090.ENSMUSP00000009740,10090.ENSMUSP00000015197,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000041774,10090.ENSMUSP00000062576,10090.ENSMUSP00000066256,10090.ENSMUSP00000069616,10090.ENSMUSP00000072617,10090.ENSMUSP00000076208,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000124317	Pparg,Elf3,Ctcf,Taf7l,Gata2,Rela,Smarca4,Smad3,Gata6,Nucks1,Ercc6,Egr1,Hsf1,Ttf2,Jund,Cebpa,E2f1,Gata3,Tcf3,Jun,Klf4,Tbp
GO:0001706	Endoderm formation	5	45	1.64	1.04e-05	10090.ENSMUSP00000012540,10090.ENSMUSP00000035020,10090.ENSMUSP00000041774,10090.ENSMUSP00000096755,10090.ENSMUSP00000130115	Nanog,Eomes,Gata6,Sox2,Smad2
GO:0071345	Cellular response to cytokine stimulus	12	698	0.83	1.04e-05	10090.ENSMUSP00000000080,10090.ENSMUSP00000005279,10090.ENSMUSP00000012540,10090.ENSMUSP00000020158,10090.ENSMUSP00000025867,10090.ENSMUSP00000048838,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000096129,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000103245	Klf6,Klf5,Nanog,Myb,Rela,Rarg,Egr1,Cebpb,Cebpa,Kat2a,Gata3,Klf4
GO:0016043	Cellular component organization	30	4769	0.39	1.10e-05	10090.ENSMUSP00000003135,10090.ENSMUSP00000005279,10090.ENSMUSP00000005841,10090.ENSMUSP00000009740,10090.ENSMUSP00000015003,10090.ENSMUSP00000020158,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000061539,10090.ENSMUSP00000062576,10090.ENSMUSP00000064366,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000096129,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965,10090.ENSMUSP00000116205,10090.ENSMUSP00000124317,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Elf3,Klf5,Ctcf,Taf7l,E2f4,Myb,Rela,Smarca4,Smad3,Kdm2b,Foxa1,Kdm6a,Nucks1,Klf1,Ercc6,Ep300,Ncor1,Hsf1,Clock,Cebpa,Kat2a,Gata3,Tcf3,Jun,Mecom,Trp63,Stag1,Tbp,Zmiz1,Smad2
GO:0010942	Positive regulation of cell death	12	708	0.82	1.19e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000027941,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000066789,10090.ENSMUSP00000069616,10090.ENSMUSP00000072617,10090.ENSMUSP00000099434,10090.ENSMUSP00000102711,10090.ENSMUSP00000110965	Pparg,Atf3,Smad3,Foxa1,Gata6,Rarg,Ep300,Egr1,Hsf1,E2f1,Jun,Trp63
GO:0060541	Respiratory system development	8	245	1.11	1.42e-05	10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000066789,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000130115	Foxa1,Gata6,Rarg,Tcf21,Ep300,Cebpa,Sox2,Smad2
GO:0045778	Positive regulation of ossification	6	101	1.37	1.79e-05	10090.ENSMUSP00000034973,10090.ENSMUSP00000069850,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000109202,10090.ENSMUSP00000110965	Smad3,Cebpb,Jund,Cebpa,Runx2,Trp63
GO:0032330	Regulation of chondrocyte differentiation	5	51	1.59	1.80e-05	10090.ENSMUSP00000025867,10090.ENSMUSP00000034973,10090.ENSMUSP00000048838,10090.ENSMUSP00000104732,10090.ENSMUSP00000109202	Rela,Smad3,Rarg,Maf,Runx2
GO:0051716	Cellular response to stimulus	32	5497	0.36	1.81e-05	10090.ENSMUSP00000000080,10090.ENSMUSP00000000450,10090.ENSMUSP00000005279,10090.ENSMUSP00000012540,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000027941,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000061539,10090.ENSMUSP00000062576,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000109202,10090.ENSMUSP00000110965,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Klf6,Pparg,Klf5,Nanog,Myb,Runx1,Rela,Atf3,Smad3,Foxa1,Gata6,Rarg,Kdm6a,Nucks1,Ercc6,Ep300,Ncor1,Egr1,Cebpb,Hsf1,Clock,Jund,Cebpa,Kat2a,E2f1,Gata3,Jun,Klf4,Runx2,Trp63,Zmiz1,Smad2
GO:0043010	Camera-type eye development	9	355	1.0	1.84e-05	10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000038229,10090.ENSMUSP00000048838,10090.ENSMUSP00000096755,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000104732	Smarca4,Smad3,Kdm2b,Rarg,Sox2,Gata3,Jun,Klf4,Maf
GO:0048872	Homeostasis of number of cells	8	255	1.09	1.85e-05	10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000034707,10090.ENSMUSP00000064366,10090.ENSMUSP00000068974,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000103905	Gata2,Myb,Smarca4,Klf1,Ncor1,Gata3,Tcf3,Mecom
GO:0030098	Lymphocyte differentiation	8	258	1.09	2.00e-05	10090.ENSMUSP00000020158,10090.ENSMUSP00000035020,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000109202	Myb,Eomes,Ep300,Ncor1,Egr1,Gata3,Tcf3,Runx2
GO:0048863	Stem cell differentiation	7	174	1.2	2.12e-05	10090.ENSMUSP00000012540,10090.ENSMUSP00000035020,10090.ENSMUSP00000041118,10090.ENSMUSP00000096755,10090.ENSMUSP00000107677,10090.ENSMUSP00000109202,10090.ENSMUSP00000110965	Nanog,Eomes,Foxa1,Sox2,Zfp281,Runx2,Trp63
GO:0032526	Response to retinoic acid	6	105	1.35	2.15e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000012540,10090.ENSMUSP00000023673,10090.ENSMUSP00000048838,10090.ENSMUSP00000096755,10090.ENSMUSP00000103245	Pparg,Nanog,Runx1,Rarg,Sox2,Klf4
GO:0048469	Cell maturation	7	175	1.2	2.18e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000015197,10090.ENSMUSP00000041118,10090.ENSMUSP00000064366,10090.ENSMUSP00000096129,10090.ENSMUSP00000100041,10090.ENSMUSP00000109202	Pparg,Gata2,Foxa1,Klf1,Cebpa,Gata3,Runx2
GO:0002682	Regulation of immune system process	15	1252	0.67	2.20e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000034973,10090.ENSMUSP00000048838,10090.ENSMUSP00000066256,10090.ENSMUSP00000069850,10090.ENSMUSP00000096129,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000124863	Pparg,Gata2,Myb,Runx1,Rela,Smad3,Rarg,Ercc6,Cebpb,Cebpa,Kat2a,Gata3,Tcf3,Jun,Zmiz1
GO:0042110	T cell activation	8	262	1.08	2.20e-05	10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000109202	Smad3,Eomes,Ncor1,Egr1,Cebpb,Gata3,Tcf3,Runx2
GO:0042592	Homeostatic process	17	1634	0.61	2.20e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000015003,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000062576,10090.ENSMUSP00000064366,10090.ENSMUSP00000066256,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000096129,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965	Pparg,E2f4,Gata2,Myb,Smarca4,Smad3,Foxa1,Nucks1,Klf1,Ercc6,Ncor1,Egr1,Cebpa,Gata3,Tcf3,Mecom,Trp63
GO:0043618	Regulation of transcription from rna polymerase ii promoter in response to stress	5	54	1.56	2.23e-05	10090.ENSMUSP00000027941,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000102711	Atf3,Egr1,Cebpb,Hsf1,Jun
GO:0043066	Negative regulation of apoptotic process	13	913	0.75	2.26e-05	10090.ENSMUSP00000015197,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000038229,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000066789,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245	Gata2,Rela,Smarca4,Smad3,Kdm2b,Gata6,Rarg,Ep300,Cebpb,Hsf1,Gata3,Jun,Klf4
GO:0003007	Heart morphogenesis	8	267	1.07	2.46e-05	10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000041774,10090.ENSMUSP00000061539,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000124863	Smarca4,Smad3,Eomes,Gata6,Kdm6a,Gata3,Jun,Zmiz1
GO:0060216	Definitive hemopoiesis	4	21	1.88	2.51e-05	10090.ENSMUSP00000015197,10090.ENSMUSP00000023673,10090.ENSMUSP00000034707,10090.ENSMUSP00000068974	Gata2,Runx1,Smarca4,Ncor1
GO:0065008	Regulation of biological quality	26	3822	0.43	2.70e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000015003,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000062576,10090.ENSMUSP00000064366,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000096129,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965,10090.ENSMUSP00000130115	Pparg,E2f4,Gata2,Myb,Runx1,Smarca4,Smad3,Foxa1,Nucks1,Klf1,Ercc6,Ep300,Ncor1,Egr1,Cebpb,Hsf1,Clock,Cebpa,Kat2a,E2f1,Gata3,Tcf3,Jun,Mecom,Trp63,Smad2
GO:0035065	Regulation of histone acetylation	5	57	1.54	2.79e-05	10090.ENSMUSP00000005841,10090.ENSMUSP00000015197,10090.ENSMUSP00000066789,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041	Ctcf,Gata2,Ep300,Kat2a,Gata3
GO:0006950	Response to stress	23	3045	0.47	2.91e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000003135,10090.ENSMUSP00000008542,10090.ENSMUSP00000015197,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000027941,10090.ENSMUSP00000034973,10090.ENSMUSP00000041774,10090.ENSMUSP00000062576,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965,10090.ENSMUSP00000130115	Pparg,Elf3,Elk3,Gata2,Runx1,Rela,Atf3,Smad3,Gata6,Nucks1,Ercc6,Ep300,Egr1,Cebpb,Hsf1,Clock,E2f1,Gata3,Jun,Klf4,Mecom,Trp63,Smad2
GO:0051246	Regulation of protein metabolic process	22	2799	0.49	2.95e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000005841,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000025867,10090.ENSMUSP00000027941,10090.ENSMUSP00000034973,10090.ENSMUSP00000053178,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000072617,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965,10090.ENSMUSP00000124863	Pparg,Ctcf,Gata2,Myb,Rela,Atf3,Smad3,Tcf21,Ercc6,Ep300,Ncor1,Egr1,Hsf1,Sox2,Kat2a,Gata3,Tcf3,Jun,Klf4,Mecom,Trp63,Zmiz1
GO:0043065	Positive regulation of apoptotic process	11	641	0.83	3.29e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000027941,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000069616,10090.ENSMUSP00000072617,10090.ENSMUSP00000099434,10090.ENSMUSP00000102711,10090.ENSMUSP00000110965	Pparg,Atf3,Smad3,Foxa1,Gata6,Rarg,Egr1,Hsf1,E2f1,Jun,Trp63
GO:0007498	Mesoderm development	6	116	1.31	3.52e-05	10090.ENSMUSP00000012540,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000061539,10090.ENSMUSP00000110965,10090.ENSMUSP00000130115	Nanog,Smad3,Eomes,Kdm6a,Trp63,Smad2
GO:0071407	Cellular response to organic cyclic compound	10	511	0.89	3.52e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000005279,10090.ENSMUSP00000012540,10090.ENSMUSP00000048838,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000096129,10090.ENSMUSP00000103245,10090.ENSMUSP00000124863	Pparg,Klf5,Nanog,Rarg,Egr1,Cebpb,Hsf1,Cebpa,Klf4,Zmiz1
GO:0043388	Positive regulation of dna binding	5	63	1.49	4.30e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000034707,10090.ENSMUSP00000066789,10090.ENSMUSP00000100041,10090.ENSMUSP00000103245	Pparg,Smarca4,Ep300,Gata3,Klf4
GO:0045786	Negative regulation of cell cycle	9	400	0.95	4.34e-05	10090.ENSMUSP00000034973,10090.ENSMUSP00000066256,10090.ENSMUSP00000074656,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000103245	Smad3,Ercc6,Clock,Cebpa,Sox2,Kat2a,E2f1,Gata3,Klf4
GO:0002694	Regulation of leukocyte activation	10	527	0.87	4.52e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000069850,10090.ENSMUSP00000096129,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000124863	Pparg,Gata2,Myb,Runx1,Cebpb,Cebpa,Kat2a,Gata3,Tcf3,Zmiz1
GO:0022612	Gland morphogenesis	6	123	1.28	4.69e-05	10090.ENSMUSP00000003135,10090.ENSMUSP00000030391,10090.ENSMUSP00000041118,10090.ENSMUSP00000048838,10090.ENSMUSP00000069850,10090.ENSMUSP00000110965	Elf3,Tfap2c,Foxa1,Rarg,Cebpb,Trp63
GO:0051090	Regulation of dna-binding transcription factor activity	9	405	0.94	4.70e-05	10090.ENSMUSP00000000450,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000035020,10090.ENSMUSP00000041118,10090.ENSMUSP00000066789,10090.ENSMUSP00000074656,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245	Pparg,Rela,Smarca4,Eomes,Foxa1,Ep300,Clock,Tcf3,Klf4
GO:0009967	Positive regulation of signal transduction	16	1538	0.61	4.81e-05	10090.ENSMUSP00000025867,10090.ENSMUSP00000027941,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000062576,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000072617,10090.ENSMUSP00000096755,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000110965,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Rela,Atf3,Smarca4,Smad3,Foxa1,Gata6,Nucks1,Ercc6,Ep300,Hsf1,Sox2,Gata3,Jun,Trp63,Zmiz1,Smad2
GO:0060765	Regulation of androgen receptor signaling pathway	4	26	1.78	4.97e-05	10090.ENSMUSP00000034707,10090.ENSMUSP00000053178,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974	Smarca4,Tcf21,Ep300,Ncor1
