#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Kat2a	Max	10090.ENSMUSP00000099407	10090.ENSMUSP00000106025	0	0.263	0.634	0	0.718
Kat2a	Tbp	10090.ENSMUSP00000099407	10090.ENSMUSP00000124317	0	0.454	0.600	0.347	0.845
Kdm6a	Pou5f1	10090.ENSMUSP00000061539	10090.ENSMUSP00000025271	0	0.099	0	0.525	0.554
Kdm6a	Smarca4	10090.ENSMUSP00000061539	10090.ENSMUSP00000034707	0	0.524	0	0.855	0.928
Klf1	Smarca4	10090.ENSMUSP00000064366	10090.ENSMUSP00000034707	0	0.134	0.179	0.509	0.620
Klf1	Sin3a	10090.ENSMUSP00000064366	10090.ENSMUSP00000130221	0	0.141	0	0.436	0.494
Klf4	Pou5f1	10090.ENSMUSP00000103245	10090.ENSMUSP00000025271	0	0.443	0	0.344	0.619
Klf4	Smarca4	10090.ENSMUSP00000103245	10090.ENSMUSP00000034707	0	0.475	0.179	0.148	0.601
Klf4	Smad3	10090.ENSMUSP00000103245	10090.ENSMUSP00000034973	0	0.169	0.122	0.337	0.474
Klf4	Smad2	10090.ENSMUSP00000103245	10090.ENSMUSP00000130115	0	0.169	0.122	0.299	0.443
Klf5	Sox2	10090.ENSMUSP00000005279	10090.ENSMUSP00000096755	0	0.444	0	0	0.444
Klf5	Nanog	10090.ENSMUSP00000005279	10090.ENSMUSP00000012540	0	0.488	0	0	0.488
Klf5	Pou5f1	10090.ENSMUSP00000005279	10090.ENSMUSP00000025271	0	0.443	0	0.172	0.519
Klf6	Smad3	10090.ENSMUSP00000000080	10090.ENSMUSP00000034973	0	0.065	0.122	0.557	0.604
Maf	Mybl2	10090.ENSMUSP00000104732	10090.ENSMUSP00000018005	0	0.085	0.518	0	0.540
Maf	Myb	10090.ENSMUSP00000104732	10090.ENSMUSP00000020158	0	0.130	0.634	0.695	0.894
Maf	Runx2	10090.ENSMUSP00000104732	10090.ENSMUSP00000109202	0	0	0.600	0.405	0.752
Max	Nanog	10090.ENSMUSP00000106025	10090.ENSMUSP00000012540	0	0.483	0	0	0.483
Max	Myc	10090.ENSMUSP00000106025	10090.ENSMUSP00000022971	0	0.887	0.585	0.944	0.997
Max	Pou5f1	10090.ENSMUSP00000106025	10090.ENSMUSP00000025271	0	0.439	0	0	0.439
Max	Smad3	10090.ENSMUSP00000106025	10090.ENSMUSP00000034973	0	0.503	0.634	0.051	0.812
Max	Mycn	10090.ENSMUSP00000106025	10090.ENSMUSP00000045993	0	0.507	0	0.751	0.872
Max	Taf7	10090.ENSMUSP00000106025	10090.ENSMUSP00000065645	0	0	0.720	0	0.720
Max	Pml	10090.ENSMUSP00000106025	10090.ENSMUSP00000082816	0	0.071	0.634	0	0.645
Max	Sox2	10090.ENSMUSP00000106025	10090.ENSMUSP00000096755	0	0.433	0	0	0.433
Max	Taf1	10090.ENSMUSP00000106025	10090.ENSMUSP00000098895	0	0.055	0.720	0	0.724
Max	Nfyb	10090.ENSMUSP00000106025	10090.ENSMUSP00000122403	0	0.065	0.634	0.044	0.644
Max	Smad2	10090.ENSMUSP00000106025	10090.ENSMUSP00000130115	0	0.112	0.634	0.065	0.669
Max	Sin3a	10090.ENSMUSP00000106025	10090.ENSMUSP00000130221	0	0.266	0.634	0	0.719
Mecom	Smad3	10090.ENSMUSP00000103905	10090.ENSMUSP00000034973	0	0.227	0.122	0.612	0.713
Mecom	Smad2	10090.ENSMUSP00000103905	10090.ENSMUSP00000130115	0	0.284	0.122	0.147	0.417
Myb	Spi1	10090.ENSMUSP00000020158	10090.ENSMUSP00000002180	0	0	0.800	0.204	0.833
Myb	Stat5a	10090.ENSMUSP00000020158	10090.ENSMUSP00000004145	0	0.130	0	0.364	0.423
Myb	Ncor1	10090.ENSMUSP00000020158	10090.ENSMUSP00000068974	0	0.132	0.634	0.074	0.680
Myb	Sin3a	10090.ENSMUSP00000020158	10090.ENSMUSP00000130221	0	0.134	0.634	0.208	0.727
Myb	Runx1	10090.ENSMUSP00000020158	10090.ENSMUSP00000023673	0	0	0.800	0	0.800
Mybl2	Ttf2	10090.ENSMUSP00000018005	10090.ENSMUSP00000076208	0	0.390	0	0.117	0.439
Mybl2	Pou5f1	10090.ENSMUSP00000018005	10090.ENSMUSP00000025271	0	0.446	0	0	0.446
Mybl2	Sin3a	10090.ENSMUSP00000018005	10090.ENSMUSP00000130221	0	0.080	0.421	0.081	0.467
Mybl2	Ncor1	10090.ENSMUSP00000018005	10090.ENSMUSP00000068974	0	0.083	0.421	0.261	0.573
Myc	Sin3a	10090.ENSMUSP00000022971	10090.ENSMUSP00000130221	0	0.242	0.307	0.097	0.484
Myc	Trp63	10090.ENSMUSP00000022971	10090.ENSMUSP00000110965	0	0.161	0.430	0	0.501
Myc	Zmiz1	10090.ENSMUSP00000022971	10090.ENSMUSP00000124863	0	0.087	0	0.509	0.532
Myc	Mycn	10090.ENSMUSP00000022971	10090.ENSMUSP00000045993	0	0.438	0	0.351	0.619
Myc	Smarca4	10090.ENSMUSP00000022971	10090.ENSMUSP00000034707	0	0.489	0	0.289	0.621
Myc	Nfyb	10090.ENSMUSP00000022971	10090.ENSMUSP00000122403	0	0.099	0.585	0.146	0.652
Myc	Pml	10090.ENSMUSP00000022971	10090.ENSMUSP00000082816	0	0.230	0.585	0	0.666
Myc	Tfap2c	10090.ENSMUSP00000022971	10090.ENSMUSP00000030391	0	0.155	0.600	0.127	0.679
Myc	Smad3	10090.ENSMUSP00000022971	10090.ENSMUSP00000034973	0	0.150	0.585	0.720	0.892
Myc	Smad2	10090.ENSMUSP00000022971	10090.ENSMUSP00000130115	0	0.198	0.585	0.708	0.894
Mycn	Sox2	10090.ENSMUSP00000045993	10090.ENSMUSP00000096755	0	0.438	0	0.081	0.461
Nanog	Smarca4	10090.ENSMUSP00000012540	10090.ENSMUSP00000034707	0	0.433	0	0	0.433
Nanog	Rela	10090.ENSMUSP00000012540	10090.ENSMUSP00000025867	0	0.433	0	0	0.433
Nanog	Ncor1	10090.ENSMUSP00000012540	10090.ENSMUSP00000068974	0	0.437	0	0	0.437
Nanog	Zfp42	10090.ENSMUSP00000012540	10090.ENSMUSP00000080765	0	0.438	0	0	0.438
Nanog	Pml	10090.ENSMUSP00000012540	10090.ENSMUSP00000082816	0	0.483	0	0	0.483
Nanog	Sox2	10090.ENSMUSP00000012540	10090.ENSMUSP00000096755	0	0.488	0	0	0.488
Nanog	Stag1	10090.ENSMUSP00000012540	10090.ENSMUSP00000116205	0	0.433	0	0.465	0.683
Nanog	Zfp281	10090.ENSMUSP00000012540	10090.ENSMUSP00000107677	0	0.504	0	0.555	0.769
Nanog	Sin3a	10090.ENSMUSP00000012540	10090.ENSMUSP00000130221	0	0.488	0	0.671	0.825
Nanog	Pou5f1	10090.ENSMUSP00000012540	10090.ENSMUSP00000025271	0	0.485	0	0.754	0.868
Ncor1	Pparg	10090.ENSMUSP00000068974	10090.ENSMUSP00000000450	0	0.819	0.667	0.902	0.993
Ncor1	Runx1	10090.ENSMUSP00000068974	10090.ENSMUSP00000023673	0	0.270	0	0.507	0.625
Ncor1	Smarca4	10090.ENSMUSP00000068974	10090.ENSMUSP00000034707	0	0.204	0	0.806	0.839
Ncor1	Smad3	10090.ENSMUSP00000068974	10090.ENSMUSP00000034973	0	0.058	0.757	0.629	0.908
Ncor1	Rarg	10090.ENSMUSP00000068974	10090.ENSMUSP00000048838	0	0.462	0.743	0.128	0.868
Ncor1	Smad2	10090.ENSMUSP00000068974	10090.ENSMUSP00000130115	0	0.058	0.847	0.127	0.863
Ncor1	Zbtb33	10090.ENSMUSP00000068974	10090.ENSMUSP00000110795	0	0.143	0	0.876	0.889
Ncor1	Nr1h3	10090.ENSMUSP00000068974	10090.ENSMUSP00000106988	0	0.569	0.667	0.769	0.964
Ncor1	Sin3a	10090.ENSMUSP00000068974	10090.ENSMUSP00000130221	0	0.568	0.634	0.914	0.985
Nelfa	Nelfe	10090.ENSMUSP00000030993	10090.ENSMUSP00000134272	0	0.932	0.800	0.451	0.991
Nfya	Tbp	10090.ENSMUSP00000043909	10090.ENSMUSP00000124317	0	0.433	0	0.063	0.446
Nfya	Nfyb	10090.ENSMUSP00000043909	10090.ENSMUSP00000122403	0	0.939	0.923	0.959	0.999
Nfyb	Tbp	10090.ENSMUSP00000122403	10090.ENSMUSP00000124317	0	0.130	0	0.410	0.465
Nr1h3	Pparg	10090.ENSMUSP00000106988	10090.ENSMUSP00000000450	0	0.176	0	0.407	0.490
Pml	Spi1	10090.ENSMUSP00000082816	10090.ENSMUSP00000002180	0	0.439	0	0	0.439
Pml	Runx1	10090.ENSMUSP00000082816	10090.ENSMUSP00000023673	0	0.466	0.800	0	0.888
Pml	Pou5f1	10090.ENSMUSP00000082816	10090.ENSMUSP00000025271	0	0.433	0	0	0.433
Pml	Tfap2c	10090.ENSMUSP00000082816	10090.ENSMUSP00000030391	0	0.052	0.430	0	0.436
Pml	Smad3	10090.ENSMUSP00000082816	10090.ENSMUSP00000034973	0	0.134	0.634	0	0.669
Pml	Trp63	10090.ENSMUSP00000082816	10090.ENSMUSP00000110965	0	0.130	0.513	0	0.558
Pml	Smad2	10090.ENSMUSP00000082816	10090.ENSMUSP00000130115	0	0.134	0.634	0	0.669
Pou5f1	Sin3a	10090.ENSMUSP00000025271	10090.ENSMUSP00000130221	0	0.130	0	0.358	0.417
Pou5f1	Ttf2	10090.ENSMUSP00000025271	10090.ENSMUSP00000076208	0	0.433	0	0	0.433
Pou5f1	Tbp	10090.ENSMUSP00000025271	10090.ENSMUSP00000124317	0	0.433	0	0	0.433
Pou5f1	Zfp217	10090.ENSMUSP00000025271	10090.ENSMUSP00000104783	0	0.443	0	0	0.443
Pou5f1	Zfp42	10090.ENSMUSP00000025271	10090.ENSMUSP00000080765	0	0.492	0	0	0.492
Pou5f1	Taf1	10090.ENSMUSP00000025271	10090.ENSMUSP00000098895	0	0.433	0	0.274	0.570
Pou5f1	Sry	10090.ENSMUSP00000025271	10090.ENSMUSP00000088717	0	0.107	0	0.554	0.585
Pou5f1	Smad3	10090.ENSMUSP00000025271	10090.ENSMUSP00000034973	0	0.498	0	0.694	0.839
Pou5f1	Smarca4	10090.ENSMUSP00000025271	10090.ENSMUSP00000034707	0	0.487	0	0.748	0.865
Pou5f1	Sox2	10090.ENSMUSP00000025271	10090.ENSMUSP00000096755	0	0.899	0	0.919	0.991
Pparg	Smad3	10090.ENSMUSP00000000450	10090.ENSMUSP00000034973	0	0.130	0.144	0.372	0.492
Pparg	Taf7l	10090.ENSMUSP00000000450	10090.ENSMUSP00000009740	0	0.050	0	0.693	0.695
Pparg	Rela	10090.ENSMUSP00000000450	10090.ENSMUSP00000025867	0	0.473	0.234	0.887	0.950
Rela	Smarca4	10090.ENSMUSP00000025867	10090.ENSMUSP00000034707	0	0.089	0.588	0	0.608
Rela	Trp63	10090.ENSMUSP00000025867	10090.ENSMUSP00000110965	0	0.130	0	0.689	0.717
Runx1	Spi1	10090.ENSMUSP00000023673	10090.ENSMUSP00000002180	0	0.130	0.800	0.231	0.854
Runx1	Tcf3	10090.ENSMUSP00000023673	10090.ENSMUSP00000100979	0	0.130	0.600	0.060	0.644
Runx1	Smad2	10090.ENSMUSP00000023673	10090.ENSMUSP00000130115	0	0.461	0.515	0.123	0.750
Runx1	Smarca4	10090.ENSMUSP00000023673	10090.ENSMUSP00000034707	0	0.439	0.600	0.112	0.783
Runx1	Smad3	10090.ENSMUSP00000023673	10090.ENSMUSP00000034973	0	0.227	0.634	0.465	0.835
Runx1	Sin3a	10090.ENSMUSP00000023673	10090.ENSMUSP00000130221	0	0.488	0.600	0.578	0.906
Runx2	Smad3	10090.ENSMUSP00000109202	10090.ENSMUSP00000034973	0	0.272	0.634	0.884	0.966
Runx2	Sin3a	10090.ENSMUSP00000109202	10090.ENSMUSP00000130221	0	0.047	0	0.416	0.419
Runx2	Smad2	10090.ENSMUSP00000109202	10090.ENSMUSP00000130115	0	0.196	0.515	0.575	0.820
Sin3a	Spi1	10090.ENSMUSP00000130221	10090.ENSMUSP00000002180	0	0.439	0	0.590	0.760
Sin3a	Smarca4	10090.ENSMUSP00000130221	10090.ENSMUSP00000034707	0	0.272	0	0.744	0.805
Sin3a	Smad3	10090.ENSMUSP00000130221	10090.ENSMUSP00000034973	0	0.130	0.528	0.401	0.732
Sin3a	Sox2	10090.ENSMUSP00000130221	10090.ENSMUSP00000096755	0	0.488	0	0.266	0.608
Sin3a	Smad2	10090.ENSMUSP00000130221	10090.ENSMUSP00000130115	0	0.089	0.634	0.055	0.657
Smad2	Smarca4	10090.ENSMUSP00000130115	10090.ENSMUSP00000034707	0	0.227	0	0.563	0.647
Smad2	Smad3	10090.ENSMUSP00000130115	10090.ENSMUSP00000034973	0	0.609	0.893	0.913	0.996
Smad2	Tcf3	10090.ENSMUSP00000130115	10090.ENSMUSP00000100979	0	0.058	0.515	0	0.523
Smad2	Trp63	10090.ENSMUSP00000130115	10090.ENSMUSP00000110965	0	0.227	0	0.589	0.668
Smad3	Spi1	10090.ENSMUSP00000034973	10090.ENSMUSP00000002180	0	0.433	0	0	0.433
Smad3	Smarca4	10090.ENSMUSP00000034973	10090.ENSMUSP00000034707	0	0.147	0	0.463	0.523
Smad3	Zmiz1	10090.ENSMUSP00000034973	10090.ENSMUSP00000124863	0	0.133	0.191	0.277	0.448
Smad3	Sox2	10090.ENSMUSP00000034973	10090.ENSMUSP00000096755	0	0.442	0	0.295	0.590
Smad3	Tcf3	10090.ENSMUSP00000034973	10090.ENSMUSP00000100979	0	0.058	0.634	0.248	0.718
Smarca4	Tcf3	10090.ENSMUSP00000034707	10090.ENSMUSP00000100979	0	0.433	0	0.227	0.542
Smarca4	Sox2	10090.ENSMUSP00000034707	10090.ENSMUSP00000096755	0	0.098	0	0.544	0.571
Smarca4	Tbp	10090.ENSMUSP00000034707	10090.ENSMUSP00000124317	0	0.527	0	0.377	0.693
Smarca4	Zmiz1	10090.ENSMUSP00000034707	10090.ENSMUSP00000124863	0	0.461	0	0.500	0.719
Sox2	Zfp217	10090.ENSMUSP00000096755	10090.ENSMUSP00000104783	0	0.444	0	0	0.444
Sox2	Trp63	10090.ENSMUSP00000096755	10090.ENSMUSP00000110965	0	0.090	0	0.566	0.588
Spi1	Tcf3	10090.ENSMUSP00000002180	10090.ENSMUSP00000100979	0	0	0	0.411	0.410
Spi1	Tbp	10090.ENSMUSP00000002180	10090.ENSMUSP00000124317	0	0.227	0.634	0.752	0.923
Taf1	Taf7l	10090.ENSMUSP00000098895	10090.ENSMUSP00000009740	0	0.715	0.540	0.397	0.914
Taf1	Taf7	10090.ENSMUSP00000098895	10090.ENSMUSP00000065645	0	0.803	0.800	0.854	0.993
Taf1	Tbp	10090.ENSMUSP00000098895	10090.ENSMUSP00000124317	0	0.803	0.800	0.894	0.995
Taf7	Taf7l	10090.ENSMUSP00000065645	10090.ENSMUSP00000009740	0	0	0.540	0	0.540
Taf7	Tbp	10090.ENSMUSP00000065645	10090.ENSMUSP00000124317	0	0.953	0.800	0.579	0.995
Taf7l	Tbp	10090.ENSMUSP00000009740	10090.ENSMUSP00000124317	0	0.759	0.540	0.772	0.972
Tcf21	Tcf3	10090.ENSMUSP00000053178	10090.ENSMUSP00000100979	0	0.410	0	0.088	0.439
